frame,timestamp,mission_phase,active_zones,overall_health,mean_scout_speed,max_scout_speed,mean_node_speed,manual_mode,bias_x,bias_y,altitude
74,23.735,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
75,24.022,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
76,24.330,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
77,24.573,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
78,24.821,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
79,25.114,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
80,25.343,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
81,25.557,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
82,26.025,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
83,27.941,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
84,28.479,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
85,28.671,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
86,28.862,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
87,29.054,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
88,29.266,EXPLORE,8,1.000,0.599,0.600,0.598,0,0.00,0.00,3.00
89,29.475,EXPLORE,8,1.000,0.600,0.600,0.601,0,0.00,0.00,3.00
90,29.687,EXPLORE,8,1.000,0.600,0.601,0.603,0,0.00,0.00,3.00
91,30.980,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
92,31.175,EXPLORE,8,1.000,0.600,0.600,0.597,0,0.00,0.00,3.00
93,31.368,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
94,31.772,EXPLORE,8,1.000,0.600,0.602,0.601,0,0.00,0.00,3.00
95,32.311,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
96,32.500,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
97,32.695,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
98,32.884,EXPLORE,8,1.000,0.601,0.603,0.604,0,0.00,0.00,3.00
99,33.073,EXPLORE,8,1.000,0.601,0.602,0.599,0,0.00,0.00,3.00
100,33.262,EXPLORE,8,1.000,0.600,0.601,0.598,0,0.00,0.00,3.00
101,33.452,EXPLORE,8,1.000,0.600,0.601,0.598,0,0.00,0.00,3.00
102,33.640,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
103,33.835,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
104,34.033,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
105,34.245,EXPLORE,8,1.000,0.601,0.601,0.603,0,0.00,0.00,3.00
106,34.458,EXPLORE,8,1.000,0.601,0.602,0.600,0,0.00,0.00,3.00
107,34.671,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
108,34.879,EXPLORE,8,1.000,0.600,0.601,0.598,0,0.00,0.00,3.00
109,35.097,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
110,35.309,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
111,35.517,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
112,35.729,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
113,35.940,EXPLORE,8,1.000,0.600,0.600,0.599,0,0.00,0.00,3.00
114,36.155,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
115,36.374,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
116,36.588,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
117,36.801,EXPLORE,8,1.000,0.600,0.600,0.599,0,0.00,0.00,3.00
118,37.014,EXPLORE,8,1.000,0.599,0.600,0.597,0,0.00,0.00,3.00
119,37.224,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
120,37.433,EXPLORE,8,1.000,0.600,0.601,0.603,0,0.00,0.00,3.00
121,37.650,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
122,37.861,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
123,38.074,EXPLORE,8,1.000,0.600,0.601,0.598,0,0.00,0.00,3.00
124,38.302,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
125,38.551,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
126,39.163,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
127,39.598,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
128,40.073,EXPLORE,8,1.000,0.600,0.600,0.598,0,0.00,0.00,3.00
129,41.021,EXPLORE,8,1.000,0.600,0.601,0.603,0,0.00,0.00,3.00
130,41.633,EXPLORE,8,1.000,0.601,0.601,0.602,0,0.00,0.00,3.00
131,42.024,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
132,42.779,EXPLORE,8,1.000,0.601,0.601,0.600,0,0.00,0.00,3.00
133,43.336,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
134,43.707,EXPLORE,8,1.000,0.600,0.601,0.598,0,0.00,0.00,3.00
135,44.104,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
136,44.320,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
137,44.693,EXPLORE,8,1.000,0.600,0.603,0.597,0,0.00,0.00,3.00
138,44.893,EXPLORE,8,1.000,0.600,0.603,0.602,0,0.00,0.00,3.00
139,45.171,EXPLORE,8,1.000,0.600,0.603,0.601,0,0.00,0.00,3.00
140,45.526,EXPLORE,8,1.000,0.600,0.603,0.599,0,0.00,0.00,3.00
141,45.942,EXPLORE,8,1.000,0.600,0.603,0.602,0,0.00,0.00,3.00
142,46.223,EXPLORE,8,1.000,0.601,0.603,0.602,0,0.00,0.00,3.00
143,46.440,EXPLORE,8,1.000,0.600,0.603,0.598,0,0.00,0.00,3.00
144,46.655,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
145,46.874,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
146,47.115,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
147,47.356,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
148,47.570,EXPLORE,8,1.000,0.601,0.602,0.599,0,0.00,0.00,3.00
149,47.791,EXPLORE,8,1.000,0.600,0.602,0.597,0,0.00,0.00,3.00
150,48.014,EXPLORE,8,1.000,0.600,0.602,0.602,0,0.00,0.00,3.00
151,48.233,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
152,48.446,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
153,48.668,EXPLORE,8,1.000,0.601,0.602,0.603,0,0.00,0.00,3.00
154,48.887,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
155,49.101,EXPLORE,8,1.000,0.601,0.602,0.599,0,0.00,0.00,3.00
156,49.318,EXPLORE,8,1.000,0.601,0.602,0.600,0,0.00,0.00,3.00
157,49.547,EXPLORE,8,1.000,0.601,0.603,0.601,0,0.00,0.00,3.00
158,49.787,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
159,50.005,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
160,50.219,EXPLORE,8,1.000,0.600,0.601,0.596,0,0.00,0.00,3.00
161,50.432,EXPLORE,8,1.000,0.600,0.601,0.597,0,0.00,0.00,3.00
162,50.645,EXPLORE,8,1.000,0.600,0.602,0.603,0,0.00,0.00,3.00
163,50.878,EXPLORE,8,1.000,0.600,0.602,0.597,0,0.00,0.00,3.00
164,51.102,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
165,51.327,EXPLORE,8,1.000,0.600,0.601,0.603,0,0.00,0.00,3.00
166,51.548,EXPLORE,8,1.000,0.601,0.603,0.603,0,0.00,0.00,3.00
167,51.772,EXPLORE,8,1.000,0.601,0.603,0.601,0,0.00,0.00,3.00
168,51.997,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
169,52.308,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
170,52.572,EXPLORE,8,1.000,0.601,0.603,0.602,0,0.00,0.00,3.00
171,52.881,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
172,53.140,EXPLORE,8,1.000,0.601,0.601,0.601,0,0.00,0.00,3.00
173,53.360,EXPLORE,8,1.000,0.600,0.601,0.596,0,0.00,0.00,3.00
174,53.600,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
175,53.881,EXPLORE,8,1.000,0.600,0.601,0.603,0,0.00,0.00,3.00
176,54.121,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
177,54.365,EXPLORE,8,1.000,0.600,0.600,0.597,0,0.00,0.00,3.00
178,54.591,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
179,54.815,EXPLORE,8,1.000,0.600,0.600,0.601,0,0.00,0.00,3.00
180,55.031,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
181,55.252,EXPLORE,8,1.000,0.599,0.601,0.598,0,0.00,0.00,3.00
182,55.465,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
183,55.692,EXPLORE,8,1.000,0.600,0.602,0.601,0,0.00,0.00,3.00
184,55.942,EXPLORE,8,1.000,0.600,0.602,0.601,0,0.00,0.00,3.00
185,56.196,EXPLORE,8,1.000,0.600,0.601,0.598,0,0.00,0.00,3.00
186,56.522,EXPLORE,8,1.000,0.599,0.601,0.598,0,0.00,0.00,3.00
187,56.748,EXPLORE,8,1.000,0.599,0.601,0.600,0,0.00,0.00,3.00
188,56.965,EXPLORE,8,1.000,0.600,0.602,0.603,0,0.00,0.00,3.00
189,57.182,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
190,57.395,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
191,57.608,EXPLORE,8,1.000,0.599,0.601,0.595,0,0.00,0.00,3.00
192,57.883,EXPLORE,8,1.000,0.600,0.602,0.601,0,0.00,0.00,3.00
193,58.111,EXPLORE,8,1.000,0.599,0.602,0.597,0,0.00,0.00,3.00
194,58.325,EXPLORE,8,1.000,0.599,0.601,0.600,0,0.00,0.00,3.00
195,58.540,EXPLORE,8,1.000,0.599,0.600,0.598,0,0.00,0.00,3.00
196,58.800,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
197,59.015,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
198,59.229,EXPLORE,8,1.000,0.599,0.600,0.598,0,0.00,0.00,3.00
199,59.448,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
200,59.664,EXPLORE,8,1.000,0.600,0.602,0.601,0,0.00,0.00,3.00
201,59.878,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
202,60.096,EXPLORE,8,1.000,0.599,0.601,0.598,0,0.00,0.00,3.00
203,60.313,EXPLORE,8,1.000,0.599,0.600,0.599,0,0.00,0.00,3.00
204,60.527,EXPLORE,8,1.000,0.599,0.600,0.599,0,0.00,0.00,3.00
205,60.746,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
206,60.958,EXPLORE,8,1.000,0.599,0.601,0.600,0,0.00,0.00,3.00
207,61.169,EXPLORE,8,1.000,0.601,0.602,0.605,0,0.00,0.00,3.00
208,61.381,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
209,61.591,EXPLORE,8,1.000,0.601,0.602,0.603,0,0.00,0.00,3.00
210,61.806,EXPLORE,8,1.000,0.601,0.603,0.599,0,0.00,0.00,3.00
211,62.026,EXPLORE,8,1.000,0.601,0.603,0.601,0,0.00,0.00,3.00
212,62.240,EXPLORE,8,1.000,0.601,0.603,0.601,0,0.00,0.00,3.00
213,62.464,EXPLORE,8,1.000,0.601,0.603,0.603,0,0.00,0.00,3.00
214,62.694,EXPLORE,8,1.000,0.601,0.603,0.601,0,0.00,0.00,3.00
215,62.921,EXPLORE,8,1.000,0.601,0.603,0.599,0,0.00,0.00,3.00
216,63.135,EXPLORE,8,1.000,0.601,0.604,0.603,0,0.00,0.00,3.00
217,63.357,EXPLORE,8,1.000,0.601,0.603,0.600,0,0.00,0.00,3.00
218,63.571,EXPLORE,8,1.000,0.601,0.601,0.601,0,0.00,0.00,3.00
219,63.785,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
220,63.998,EXPLORE,8,1.000,0.601,0.602,0.600,0,0.00,0.00,3.00
221,64.211,EXPLORE,8,1.000,0.601,0.603,0.603,0,0.00,0.00,3.00
222,64.427,EXPLORE,8,1.000,0.601,0.603,0.600,0,0.00,0.00,3.00
223,64.646,EXPLORE,8,1.000,0.601,0.602,0.599,0,0.00,0.00,3.00
224,64.887,EXPLORE,8,1.000,0.600,0.601,0.598,0,0.00,0.00,3.00
225,65.104,EXPLORE,8,1.000,0.600,0.602,0.599,0,0.00,0.00,3.00
226,65.317,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
227,65.530,EXPLORE,8,1.000,0.599,0.601,0.597,0,0.00,0.00,3.00
228,66.479,EXPLORE,8,1.000,0.599,0.601,0.600,0,0.00,0.00,3.00
229,66.672,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
230,66.861,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
231,67.051,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
232,67.239,EXPLORE,8,1.000,0.600,0.601,0.597,0,0.00,0.00,3.00
233,67.428,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
234,67.631,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
235,67.848,EXPLORE,8,1.000,0.600,0.600,0.599,0,0.00,0.00,3.00
236,68.087,EXPLORE,8,1.000,0.599,0.600,0.598,0,0.00,0.00,3.00
237,68.329,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
238,68.543,EXPLORE,8,1.000,0.599,0.601,0.597,0,0.00,0.00,3.00
239,68.987,EXPLORE,8,1.000,0.599,0.601,0.600,0,0.00,0.00,3.00
240,69.177,EXPLORE,8,1.000,0.599,0.601,0.600,0,0.00,0.00,3.00
241,69.370,EXPLORE,8,1.000,0.599,0.601,0.597,0,0.00,0.00,3.00
242,69.558,EXPLORE,8,1.000,0.599,0.600,0.601,0,0.00,0.00,3.00
243,69.764,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
244,70.019,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
245,70.245,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
246,70.494,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
247,70.741,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
248,71.006,EXPLORE,8,1.000,0.600,0.603,0.600,0,0.00,0.00,3.00
249,71.249,EXPLORE,8,1.000,0.601,0.603,0.604,0,0.00,0.00,3.00
250,71.463,EXPLORE,8,1.000,0.601,0.603,0.603,0,0.00,0.00,3.00
251,71.676,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
252,71.888,EXPLORE,8,1.000,0.601,0.601,0.597,0,0.00,0.00,3.00
253,72.105,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
254,72.319,EXPLORE,8,1.000,0.601,0.601,0.599,0,0.00,0.00,3.00
255,72.533,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
256,72.748,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
257,72.974,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
258,73.190,EXPLORE,8,1.000,0.600,0.600,0.598,0,0.00,0.00,3.00
259,73.437,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
260,73.658,EXPLORE,8,1.000,0.600,0.600,0.601,0,0.00,0.00,3.00
261,73.873,EXPLORE,8,1.000,0.600,0.600,0.598,0,0.00,0.00,3.00
262,74.100,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
263,74.356,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
264,74.572,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
265,74.792,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
266,75.009,EXPLORE,8,1.000,0.601,0.603,0.600,0,0.00,0.00,3.00
267,75.219,EXPLORE,8,1.000,0.601,0.603,0.600,0,0.00,0.00,3.00
268,75.432,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
269,75.644,EXPLORE,8,1.000,0.600,0.601,0.597,0,0.00,0.00,3.00
270,75.858,EXPLORE,8,1.000,0.599,0.600,0.596,0,0.00,0.00,3.00
271,76.085,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
272,76.307,EXPLORE,8,1.000,0.599,0.600,0.597,0,0.00,0.00,3.00
273,76.521,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
274,76.734,EXPLORE,8,1.000,0.599,0.599,0.600,0,0.00,0.00,3.00
275,76.996,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
276,77.257,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
277,77.698,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
278,77.946,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
279,78.298,EXPLORE,8,1.000,0.600,0.601,0.602,0,0.00,0.00,3.00
280,78.514,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
281,78.788,EXPLORE,8,1.000,0.601,0.601,0.604,0,0.00,0.00,3.00
282,79.044,EXPLORE,8,1.000,0.601,0.601,0.601,0,0.00,0.00,3.00
283,79.272,EXPLORE,8,1.000,0.601,0.602,0.600,0,0.00,0.00,3.00
284,79.491,EXPLORE,8,1.000,0.601,0.602,0.601,0,0.00,0.00,3.00
285,79.708,EXPLORE,8,1.000,0.601,0.603,0.599,0,0.00,0.00,3.00
286,79.923,EXPLORE,8,1.000,0.601,0.603,0.602,0,0.00,0.00,3.00
287,80.137,EXPLORE,8,1.000,0.600,0.602,0.599,0,0.00,0.00,3.00
288,80.360,EXPLORE,8,1.000,0.601,0.602,0.602,0,0.00,0.00,3.00
289,80.621,EXPLORE,8,1.000,0.600,0.602,0.598,0,0.00,0.00,3.00
290,80.922,EXPLORE,8,1.000,0.600,0.602,0.601,0,0.00,0.00,3.00
291,81.845,EXPLORE,8,1.000,0.600,0.603,0.600,0,0.00,0.00,3.00
292,82.037,EXPLORE,8,1.000,0.600,0.602,0.601,0,0.00,0.00,3.00
293,82.463,EXPLORE,8,1.000,0.601,0.603,0.601,0,0.00,0.00,3.00
294,84.085,EXPLORE,8,1.000,0.600,0.602,0.598,0,0.00,0.00,3.00
295,84.279,EXPLORE,8,1.000,0.600,0.602,0.599,0,0.00,0.00,3.00
296,85.078,EXPLORE,8,1.000,0.600,0.601,0.598,0,0.00,0.00,3.00
297,85.269,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
298,85.697,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
299,85.886,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
300,86.078,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
301,86.296,EXPLORE,8,1.000,0.599,0.600,0.599,0,0.00,0.00,3.00
302,86.510,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
303,86.723,EXPLORE,8,1.000,0.599,0.600,0.599,0,0.00,0.00,3.00
304,86.961,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
305,87.178,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
306,87.391,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
307,87.610,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
308,87.844,EXPLORE,8,1.000,0.599,0.601,0.598,0,0.00,0.00,3.00
