time,tier,drone_id,x,y,z,zone_hash
0.0,GENERAL,general,0.0,0.0,4.0,-1
0.0,NODE,node_0,-3.746158638483607,-3.746155856277556,2.033333333333333,0
0.0,NODE,node_1,3.7461508941327275,-3.7462441991616102,2.033333333333333,1
0.0,NODE,node_2,-3.753893459827958,3.7461758633862736,2.033333333333333,2
0.0,NODE,node_3,3.7538911007438536,3.7461197617875417,2.033333333333333,3
0.0,SCOUT,scout_d2cf4d0a,-2.2543892913160897,-3.7530782549892225,2.0055555555555555,0
0.0,SCOUT,scout_5c3ff6f5,-4.498980145304987,-2.4562740648211867,2.0055555555555555,0
0.0,SCOUT,scout_20a72312,-4.494486596478157,-5.051060063978418,2.0055555555555555,0
0.0,SCOUT,scout_5e98d295,5.242038042451279,-3.753469216523506,2.0055555555555555,1
0.0,SCOUT,scout_c8e21d40,3.0010283461902376,-2.4570972498745527,2.0055555555555555,1
0.0,SCOUT,scout_283b8e5e,3.0065199666825584,-5.051292332080737,2.0055555555555555,1
0.0,SCOUT,scout_1bd12edb,-2.2551676762389317,3.7464241086006678,2.0055555555555555,2
0.0,SCOUT,scout_bf5b3d15,-4.499185562911215,5.043514314081417,2.0055555555555555,2
0.0,SCOUT,scout_5adbfd88,-4.493964434585009,2.4483454969061462,2.0055555555555555,2
0.0,SCOUT,scout_a3683d0e,5.241461643277034,3.745968492325924,2.0055555555555555,3
0.0,SCOUT,scout_2e5f69a0,3.0009217275432998,5.042697659866706,2.0055555555555555,3
0.0,SCOUT,scout_d6cec7ec,3.0048121429209536,2.4487985590005596,2.0055555555555555,3
0.0,WORKER,worker,-1.75,-3.75,2.0,0
0.0,WORKER,worker,-5.75,-3.7499999999999996,2.0,0
0.0,WORKER,worker,5.75,-3.75,2.0,1
0.0,WORKER,worker,1.75,-3.7499999999999996,2.0,1
0.0,WORKER,worker,-1.75,3.75,2.0,2
0.0,WORKER,worker,-5.75,3.7500000000000004,2.0,2
0.0,WORKER,worker,5.75,3.75,2.0,3
0.0,WORKER,worker,1.75,3.7500000000000004,2.0,3
0.16666666666666666,GENERAL,general,0.0,0.0,4.0,-1
0.16666666666666666,NODE,node_0,-3.709224106887056,-3.7673867447873324,2.3112776527005354,0
0.16666666666666666,NODE,node_1,3.7214403498559787,-3.769774164292167,2.3112776527005354,1
0.16666666666666666,NODE,node_2,-3.774481576445226,3.665282351815332,2.3112776527005354,2
0.16666666666666666,NODE,node_3,3.777963018370119,3.6633531509582813,2.3112776527005354,3
0.16666666666666666,SCOUT,scout_d2cf4d0a,-2.425277961501884,-3.8727630474607166,2.210322729545135,0
0.16666666666666666,SCOUT,scout_5c3ff6f5,-4.459038625082404,-2.6642117145251856,2.210322729545135,0
0.16666666666666666,SCOUT,scout_20a72312,-4.278620871771563,-5.121685098573646,2.210322729545135,0
0.16666666666666666,SCOUT,scout_5e98d295,4.96507358826789,-3.889651463179817,2.210322729545135,1
0.16666666666666666,SCOUT,scout_c8e21d40,3.041416277793359,-2.6971963636789624,2.210322729545135,1
0.16666666666666666,SCOUT,scout_283b8e5e,3.256406506015321,-5.133696511286576,2.210322729545135,1
0.16666666666666666,SCOUT,scout_1bd12edb,-2.457380638736832,3.606728517519515,2.210322729545135,2
0.16666666666666666,SCOUT,scout_bf5b3d15,-4.467142744495056,4.840943166711498,2.210322729545135,2
0.16666666666666666,SCOUT,scout_5adbfd88,-4.258461679956527,2.345612335846008,2.210322729545135,2
0.16666666666666666,SCOUT,scout_a3683d0e,4.944196870045864,3.5878411236851426,2.210322729545135,3
0.16666666666666666,SCOUT,scout_2e5f69a0,3.0372103769061587,4.808756514536095,2.210322729545135,3
0.16666666666666666,SCOUT,scout_d6cec7ec,3.18550949549984,2.359240708193055,2.210322729545135,3
0.16666666666666666,WORKER,worker,-1.75,-3.75,2.0,0
0.16666666666666666,WORKER,worker,-5.75,-3.7499999999999996,2.0,0
0.16666666666666666,WORKER,worker,5.75,-3.75,2.0,1
0.16666666666666666,WORKER,worker,1.75,-3.7499999999999996,2.0,1
0.16666666666666666,WORKER,worker,-1.75,3.75,2.0,2
0.16666666666666666,WORKER,worker,-5.75,3.7500000000000004,2.0,2
0.16666666666666666,WORKER,worker,5.75,3.75,2.0,3
0.16666666666666666,WORKER,worker,1.75,3.7500000000000004,2.0,3
0.3333333333333333,GENERAL,general,0.0,0.0,4.0,-1
0.3333333333333333,NODE,node_0,-3.663441883312324,-3.8058924180071085,2.5093050293072228,0
0.3333333333333333,NODE,node_1,3.702913179425841,-3.815884394705487,2.5093050293072228,1
0.3333333333333333,NODE,node_2,-3.7961415189244736,3.5609345609804794,2.5093050293072228,2
0.3333333333333333,NODE,node_3,3.803807051673119,3.5533297823927477,2.5093050293072228,3
0.3333333333333333,SCOUT,scout_d2cf4d0a,-2.616491702208364,-4.034777216390802,2.4538121654684724,0
0.3333333333333333,SCOUT,scout_5c3ff6f5,-4.400556116435304,-2.968141722123091,2.4538121654684724,0
0.3333333333333333,SCOUT,scout_20a72312,-3.9795172955550053,-5.203316847522358,2.4538121654684724,0
0.3333333333333333,SCOUT,scout_5e98d295,4.662901638350859,-4.074929378786427,2.4538121654684724,1
0.3333333333333333,SCOUT,scout_c8e21d40,3.1011319863273465,-3.047882695459035,2.4538121654684724,1
0.3333333333333333,SCOUT,scout_283b8e5e,3.582527089330756,-5.2498689998459405,2.4538121654684724,1
0.3333333333333333,SCOUT,scout_1bd12edb,-2.718518297933941,3.4267278439030746,2.4538121654684724,2
0.3333333333333333,SCOUT,scout_bf5b3d15,-4.441162136410231,4.568534802134776,2.4538121654684724,2
0.3333333333333333,SCOUT,scout_5adbfd88,-3.9485539585172247,2.1699397690840123,2.4538121654684724,2
0.3333333333333333,SCOUT,scout_a3683d0e,4.634175201051863,3.3731145531857774,2.4538121654684724,3
0.3333333333333333,SCOUT,scout_2e5f69a0,3.0605069795939146,4.496967455738456,2.4538121654684724,3
0.3333333333333333,SCOUT,scout_d6cec7ec,3.4155349001467465,2.1967644962105104,2.4538121654684724,3
0.3333333333333333,WORKER,worker,-1.75,-3.75,2.0,0
0.3333333333333333,WORKER,worker,-5.75,-3.7499999999999996,2.0,0
0.3333333333333333,WORKER,worker,5.75,-3.75,2.0,1
0.3333333333333333,WORKER,worker,1.75,-3.7499999999999996,2.0,1
0.3333333333333333,WORKER,worker,-1.75,3.75,2.0,2
0.3333333333333333,WORKER,worker,-5.75,3.7500000000000004,2.0,2
0.3333333333333333,WORKER,worker,5.75,3.75,2.0,3
0.3333333333333333,WORKER,worker,1.75,3.7500000000000004,2.0,3
0.5,GENERAL,general,0.0,0.0,4.0,-1
0.5,NODE,node_0,-3.6177966874060132,-3.8394383483647645,2.650393870320443,0
0.5,NODE,node_1,3.690851273607996,-3.856921104839482,2.650393870320443,1
0.5,NODE,node_2,-3.8165008581028226,3.4599765033464585,2.650393870320443,2
0.5,NODE,node_3,3.8365917392090125,3.4418561793549967,2.650393870320443,3
0.5,SCOUT,scout_d2cf4d0a,-2.7704823338722586,-4.1980550872905,2.6386749629405486,0
0.5,SCOUT,scout_5c3ff6f5,-4.35267376235187,-3.2817152988691802,2.6386749629405486,0
0.5,SCOUT,scout_20a72312,-3.7016010475756276,-5.280554263336093,2.6386749629405486,0
0.5,SCOUT,scout_5e98d295,4.464623268564591,-4.241433903419929,2.6386749629405486,1
0.5,SCOUT,scout_c8e21d40,3.1250014481455652,-3.392062361146207,2.6386749629405486,1
0.5,SCOUT,scout_283b8e5e,3.928609573287799,-5.381831237101407,2.6386749629405486,1
0.5,SCOUT,scout_1bd12edb,-2.910376540705296,3.249531380772285,2.6386749629405486,2
0.5,SCOUT,scout_bf5b3d15,-4.447389369832348,4.306674585696525,2.6386749629405486,2
0.5,SCOUT,scout_5adbfd88,-3.6318374579564487,1.963832579783162,2.6386749629405486,2
0.5,SCOUT,scout_a3683d0e,4.407813759912118,3.154931311483291,2.6386749629405486,3
0.5,SCOUT,scout_2e5f69a0,3.0681307414813843,4.185500926016357,2.6386749629405486,3
0.5,SCOUT,scout_d6cec7ec,3.6599364228620463,1.965690698839805,2.6386749629405486,3
0.5,WORKER,worker,-1.75,-3.75,2.0,0
0.5,WORKER,worker,-5.75,-3.7499999999999996,2.0,0
0.5,WORKER,worker,5.75,-3.75,2.0,1
0.5,WORKER,worker,1.75,-3.7499999999999996,2.0,1
0.5,WORKER,worker,-1.75,3.75,2.0,2
0.5,WORKER,worker,-5.75,3.7500000000000004,2.0,2
0.5,WORKER,worker,5.75,3.75,2.0,3
0.5,WORKER,worker,1.75,3.7500000000000004,2.0,3
0.6666666666666666,GENERAL,general,0.0,0.0,4.0,-1
0.6666666666666666,NODE,node_0,-3.5769418416286167,-3.864441130177528,2.750915633520843,0
0.6666666666666666,NODE,node_1,3.682109138727254,-3.886724606856734,2.750915633520843,1
0.6666666666666666,NODE,node_2,-3.8353723967592694,3.3662493398609206,2.750915633520843,2
0.6666666666666666,NODE,node_3,3.8731873462648254,3.336655454355234,2.750915633520843,3
0.6666666666666666,SCOUT,scout_d2cf4d0a,-2.911651474251438,-4.339559587776267,2.76481045854105,0
0.6666666666666666,SCOUT,scout_5c3ff6f5,-4.350726001260818,-3.571591763443581,2.76481045854105,0
0.6666666666666666,SCOUT,scout_20a72312,-3.416344800887844,-5.3747995308021155,2.76481045854105,0
0.6666666666666666,SCOUT,scout_5e98d295,4.297860874384603,-4.381065032006033,2.76481045854105,1
0.6666666666666666,SCOUT,scout_c8e21d40,3.12186316688881,-3.720263569628841,2.76481045854105,1
0.6666666666666666,SCOUT,scout_283b8e5e,4.308921166313432,-5.4866731322965885,2.76481045854105,1
